question_type,slide_number_in_experiment,rt,trigger,workerid,content,trigger_class,short_trigger,prior_fact,block,response,Answer.time_in_minutes,prior,gender,comments,language,american,age,trial
prior,37,8360,confess,7,mia,C,confess,Mia is a college student,block2,0.78,12.59025,high_prior,male,none,English,Yes,65,32
prior,38,4466,confirm,7,julian,C,confirm,Julian is German,block2,0.5,12.59025,low_prior,male,none,English,Yes,65,33
prior,39,4690,think,7,owen,C,think,Owen lives in Chicago,block2,0.91,12.59025,high_prior,male,none,English,Yes,65,34
prior,40,7627,admit,7,grace,C,admit,Grace loves her sister,block2,0.93,12.59025,high_prior,male,none,English,Yes,65,35
prior,41,4054,prove,7,josh,C,prove,Josh is a 75-year old man,block2,0.1,12.59025,low_prior,male,none,English,Yes,65,36
prior,42,7321,demonstrate,7,isabella,C,demonstrate,Isabella is a vegetarian,block2,0.05,12.59025,low_prior,male,none,English,Yes,65,37
prior,43,5811,MC,7,kids,MC,MC,Many children like ice cream,block2,0.93,12.59025,NA,male,none,English,Yes,65,38
prior,44,3790,announce,7,charley,C,announce,Charley lives in Mexico,block2,0.99,12.59025,high_prior,male,none,English,Yes,65,39
prior,45,4503,pretend,7,jayden,C,pretend,Jayden's car is in the shop,block2,0.53,12.59025,high_prior,male,none,English,Yes,65,40
prior,46,8126,be_annoyed,7,danny,C,be_annoyed,Danny is a diabetic,block2,0.34,12.59025,low_prior,male,none,English,Yes,65,41
prior,47,5656,discover,7,frank,C,discover,Frank is allergic to cats,block2,0,12.59025,low_prior,male,none,English,Yes,65,42
prior,48,4832,suggest,7,josie,C,suggest,Josie doesn't have a passport,block2,0.83,12.59025,low_prior,male,none,English,Yes,65,43
prior,49,5617,say,7,mary,C,say,Mary is taking a prenatal yoga class,block2,0.98,12.59025,high_prior,male,none,English,Yes,65,44
prior,50,5585,establish,7,olivia,C,establish,Olivia works the third shift,block2,0.95,12.59025,high_prior,male,none,English,Yes,65,45
prior,51,5217,MC,7,ballet,MC,MC,Ballet is a type of dance,block2,0.49,12.59025,NA,male,none,English,Yes,65,46
prior,52,3967,MC,7,muffins,MC,MC,Muffins are sold at the bakery,block2,0.5,12.59025,NA,male,none,English,Yes,65,47
prior,53,4014,know,7,jon,C,know,Jon lives 10 miles away from work,block2,0.17,12.59025,low_prior,male,none,English,Yes,65,48
prior,54,4264,reveal,7,emma,C,reveal,Emma is in law school,block2,0.86,12.59025,high_prior,male,none,English,Yes,65,49
prior,55,7739,MC,7,hat,MC,MC,Hats are worn on the head,block2,1,12.59025,NA,male,none,English,Yes,65,50
prior,56,7235,be_right,7,sophia,C,be_right,Sophia is a high end fashion model,block2,0.49,12.59025,low_prior,male,none,English,Yes,65,51
prior,57,6547,see,7,tony,C,see,Tony has been sober for 20 years,block2,0.34,12.59025,low_prior,male,none,English,Yes,65,52
projective,5,9416,demonstrate,8,owen,C,demonstrate,Owen lives in New Orleans,block1,0.53,7.974216666666667,low_prior,female,NA,English,Yes,22,1
projective,6,9521,discover,8,jayden,C,discover,Jayden doesn't have a driver's license,block1,0.08,7.974216666666667,low_prior,female,NA,English,Yes,22,2
projective,7,7119,know,8,frank,C,know,Frank is allergic to cats,block1,0.2,7.974216666666667,low_prior,female,NA,English,Yes,22,3
projective,8,7481,MC,8,kids,MC,MC,Many children like ice cream,block1,0.27,7.974216666666667,NA,female,NA,English,Yes,22,4
projective,9,4443,suggest,8,grace,C,suggest,Grace loves her sister,block1,0.74,7.974216666666667,high_prior,female,NA,English,Yes,22,5
projective,10,4444,see,8,emily,C,see,Emily never has any money,block1,0.23,7.974216666666667,low_prior,female,NA,English,Yes,22,6
projective,11,4288,say,8,tony,C,say,Tony really likes to party with his friends,block1,0.84,7.974216666666667,high_prior,female,NA,English,Yes,22,7
projective,12,4727,confirm,8,charley,C,confirm,Charley lives in Mexico,block1,0.64,7.974216666666667,high_prior,female,NA,English,Yes,22,8
projective,13,5138,MC,8,pizza,MC,MC,Pizza is sold at the pizzeria,block1,0.18,7.974216666666667,NA,female,NA,English,Yes,22,9
projective,14,3870,think,8,sophia,C,think,Sophia is a hipster,block1,0.51,7.974216666666667,high_prior,female,NA,English,Yes,22,10
projective,15,28245,MC,8,muffins,MC,MC,Muffins are sold at the bakery,block1,0.11,7.974216666666667,NA,female,NA,English,Yes,22,11
projective,16,4678,announce,8,jackson,C,announce,Jackson is training for a marathon,block1,0.74,7.974216666666667,high_prior,female,NA,English,Yes,22,12
projective,17,3142,acknowledge,8,danny,C,acknowledge,Danny is a diabetic,block1,0.32,7.974216666666667,low_prior,female,NA,English,Yes,22,13
projective,18,5248,be_annoyed,8,mia,C,be_annoyed,Mia is a nun,block1,0.23,7.974216666666667,low_prior,female,NA,English,Yes,22,14
projective,19,6883,inform,8,jon,C,inform,Jon lives 2 blocks away from work,block1,0.9,7.974216666666667,high_prior,female,NA,English,Yes,22,15
projective,20,5097,MC,8,ballet,MC,MC,Ballet is a type of dance,block1,0.11,7.974216666666667,NA,female,NA,English,Yes,22,16
projective,21,3358,confess,8,emma,C,confess,Emma is in law school,block1,0.64,7.974216666666667,high_prior,female,NA,English,Yes,22,17
projective,22,3150,MC,8,hat,MC,MC,Hats are worn on the head,block1,0.15,7.974216666666667,NA,female,NA,English,Yes,22,18
projective,23,4798,establish,8,zoe,C,establish,Zoe is 5 years old,block1,0.04,7.974216666666667,low_prior,female,NA,English,Yes,22,19
projective,24,6162,prove,8,julian,C,prove,Julian is German,block1,0.06,7.974216666666667,low_prior,female,NA,English,Yes,22,20
projective,25,15779,hear,8,josh,C,hear,Josh is a 5-year old boy,block1,0.71,7.974216666666667,high_prior,female,NA,English,Yes,22,21
projective,26,3472,pretend,8,isabella,C,pretend,Isabella is a vegetarian,block1,0.08,7.974216666666667,low_prior,female,NA,English,Yes,22,22
projective,27,7330,MC,8,garage,MC,MC,Garages are used to store cars and other things,block1,0.55,7.974216666666667,NA,female,NA,English,Yes,22,23
projective,28,2846,be_right,8,josie,C,be_right,Josie loves France,block1,0.81,7.974216666666667,high_prior,female,NA,English,Yes,22,24
projective,29,3538,admit,8,mary,C,admit,Mary is taking a prenatal yoga class,block1,0.79,7.974216666666667,high_prior,female,NA,English,Yes,22,25
projective,30,28639,reveal,8,olivia,C,reveal,Olivia has two small children,block1,0.26,7.974216666666667,low_prior,female,NA,English,Yes,22,26
prior,32,14271,reveal,8,olivia,C,reveal,Olivia has two small children,block2,0.12,7.974216666666667,low_prior,female,NA,English,Yes,22,27
prior,33,36160,MC,8,hat,MC,MC,Hats are worn on the head,block2,0.13,7.974216666666667,NA,female,NA,English,Yes,22,28
prior,34,7886,pretend,8,isabella,C,pretend,Isabella is a vegetarian,block2,0.07,7.974216666666667,low_prior,female,NA,English,Yes,22,29
prior,35,4186,MC,8,ballet,MC,MC,Ballet is a type of dance,block2,0.51,7.974216666666667,NA,female,NA,English,Yes,22,30
prior,36,2878,MC,8,muffins,MC,MC,Muffins are sold at the bakery,block2,0.48,7.974216666666667,NA,female,NA,English,Yes,22,31
prior,37,2518,see,8,emily,C,see,Emily never has any money,block2,0.07,7.974216666666667,low_prior,female,NA,English,Yes,22,32
prior,38,2534,be_annoyed,8,mia,C,be_annoyed,Mia is a nun,block2,0.03,7.974216666666667,low_prior,female,NA,English,Yes,22,33
prior,39,3880,MC,8,pizza,MC,MC,Pizza is sold at the pizzeria,block2,0.5,7.974216666666667,NA,female,NA,English,Yes,22,34
prior,40,5985,be_right,8,josie,C,be_right,Josie loves France,block2,0.74,7.974216666666667,high_prior,female,NA,English,Yes,22,35
prior,41,18089,establish,8,zoe,C,establish,Zoe is 5 years old,block2,0.1,7.974216666666667,low_prior,female,NA,English,Yes,22,36
prior,42,6134,admit,8,mary,C,admit,Mary is taking a prenatal yoga class,block2,0.89,7.974216666666667,high_prior,female,NA,English,Yes,22,37
prior,43,6575,MC,8,garage,MC,MC,Garages are used to store cars and other things,block2,0.35,7.974216666666667,NA,female,NA,English,Yes,22,38
prior,44,3222,inform,8,jon,C,inform,Jon lives 2 blocks away from work,block2,0.84,7.974216666666667,high_prior,female,NA,English,Yes,22,39
prior,45,3222,confirm,8,charley,C,confirm,Charley lives in Mexico,block2,0.81,7.974216666666667,high_prior,female,NA,English,Yes,22,40
prior,46,4602,prove,8,julian,C,prove,Julian is German,block2,0.51,7.974216666666667,low_prior,female,NA,English,Yes,22,41
prior,47,3636,hear,8,josh,C,hear,Josh is a 5-year old boy,block2,0.76,7.974216666666667,high_prior,female,NA,English,Yes,22,42
prior,48,4214,demonstrate,8,owen,C,demonstrate,Owen lives in New Orleans,block2,0.09,7.974216666666667,low_prior,female,NA,English,Yes,22,43
prior,49,6802,announce,8,jackson,C,announce,Jackson is training for a marathon,block2,0.86,7.974216666666667,high_prior,female,NA,English,Yes,22,44
prior,50,3399,MC,8,kids,MC,MC,Many children like ice cream,block2,0.48,7.974216666666667,NA,female,NA,English,Yes,22,45
prior,51,2301,think,8,sophia,C,think,Sophia is a hipster,block2,0.52,7.974216666666667,high_prior,female,NA,English,Yes,22,46
prior,52,2748,acknowledge,8,danny,C,acknowledge,Danny is a diabetic,block2,0.24,7.974216666666667,low_prior,female,NA,English,Yes,22,47
prior,53,16679,confess,8,emma,C,confess,Emma is in law school,block2,0.8,7.974216666666667,high_prior,female,NA,English,Yes,22,48
prior,54,23980,say,8,tony,C,say,Tony really likes to party with his friends,block2,0.86,7.974216666666667,high_prior,female,NA,English,Yes,22,49
prior,55,34352,discover,8,jayden,C,discover,Jayden doesn't have a driver's license,block2,0.05,7.974216666666667,low_prior,female,NA,English,Yes,22,50
prior,56,2890,know,8,frank,C,know,Frank is allergic to cats,block2,0.02,7.974216666666667,low_prior,female,NA,English,Yes,22,51
prior,57,2614,suggest,8,grace,C,suggest,Grace loves her sister,block2,0.89,7.974216666666667,high_prior,female,NA,English,Yes,22,52
